"ID","UserID","0","1","1000","1001","AK09911 Magnetometer","AK09911 Magnetometer -Wakeup Secondary","AK09911 Magnetometer -Wakeup Secondary Accuracy","AK09911 Magnetometer Accuracy","AK09911 Magnetometer Uncalibrated","AK09911 Magnetometer Uncalibrated -Wakeup Secondary","AK09911 Magnetometer Uncalibrated -Wakeup Secondary Accuracy","AK09911 Magnetometer Uncalibrated Accuracy","AMD","AMD Accuracy","BMP280 Pressure","BMP280 Pressure -Wakeup Secondary","BMP280 Pressure -Wakeup Secondary Accuracy","BMP280 Pressure Accuracy","Coarse Motion Classifier","Coarse Motion Classifier Accuracy","Date","ExitClicked","Game Rotation Vector","Game Rotation Vector -Wakeup Secondary","Game Rotation Vector -Wakeup Secondary Accuracy","Game Rotation Vector Accuracy","Gaze Detector -Wakeup","Gaze Detector -Wakeup Accuracy","Gaze Detector Secondary","Gaze Detector Secondary Accuracy","GeoMagnetic Rotation Vector","GeoMagnetic Rotation Vector -Wakeup Secondary","GeoMagnetic Rotation Vector -Wakeup Secondary Accuracy","GeoMagnetic Rotation Vector Accuracy","Gravity","Gravity -Wakeup Secondary","Gravity -Wakeup Secondary Accuracy","Gravity Accuracy","Heart Rate Monitor","Heart Rate Monitor -Wakeup Secondary","Heart Rate Monitor -Wakeup Secondary Accuracy","Heart Rate Monitor Accuracy","ICP-10100 Pressure","ICP-10100 Pressure -Wakeup Secondary","ICP-10100 Pressure -Wakeup Secondary Accuracy","ICP-10100 Pressure Accuracy","LSM6DS3 Accelerometer","LSM6DS3 Accelerometer -Wakeup Secondary","LSM6DS3 Accelerometer -Wakeup Secondary Accuracy","LSM6DS3 Accelerometer Accuracy","LSM6DS3 Accelerometer Uncalibrated","LSM6DS3 Accelerometer Uncalibrated -Wakeup Secondary","LSM6DS3 Accelerometer Uncalibrated -Wakeup Secondary Accuracy","LSM6DS3 Accelerometer Uncalibrated Accuracy","LSM6DS3 Gyroscope","LSM6DS3 Gyroscope -Wakeup Secondary","LSM6DS3 Gyroscope -Wakeup Secondary Accuracy","LSM6DS3 Gyroscope Accuracy","LSM6DS3 Gyroscope Uncalibrated","LSM6DS3 Gyroscope Uncalibrated -Wakeup Secondary","LSM6DS3 Gyroscope Uncalibrated -Wakeup Secondary Accuracy","LSM6DS3 Gyroscope Uncalibrated Accuracy","LTR308 ALSPS","LTR308 ALSPS -Wakeup Secondary","LTR308 ALSPS -Wakeup Secondary Accuracy","LTR308 ALSPS Accuracy","Linear Acceleration","Linear Acceleration -Wakeup Secondary","Linear Acceleration -Wakeup Secondary Accuracy","Linear Acceleration Accuracy","Orientation","Orientation -Wakeup Secondary","Orientation -Wakeup Secondary Accuracy","Orientation Accuracy","PAH8011 PPG","PAH8011 PPG -Wakeup Secondary","PAH8011 PPG -Wakeup Secondary Accuracy","PAH8011 PPG Accuracy","PAH8011 Touch","PAH8011 Touch -Wakeup Secondary","PAH8011 Touch -Wakeup Secondary Accuracy","PAH8011 Touch Accuracy","Pedometer","Pedometer Accuracy","QuitClicked","RMD","RMD Accuracy","Rotation Vector","Rotation Vector -Wakeup Secondary","Rotation Vector -Wakeup Secondary Accuracy","Rotation Vector Accuracy","Significant Motion Detector","StartClicked","Step Counter","Step Counter -Wakeup Secondary","Step Counter -Wakeup Secondary Accuracy","Step Counter Accuracy","Step Detector","Step Detector -Wakeup Secondary","Step Detector -Wakeup Secondary Accuracy","Step Detector Accuracy","Time","TraceTime","UnGaze Detector","UnGaze Detector Accuracy","Wrist Tilt Gesture","Wrist Tilt Gesture Accuracy","tsl258x-light","tsl258x-light Accuracy"
"7948","vapor2","","","","","","","","","","","","","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","","","","","","","2019-09-09","","[0.11906905, 0.12657188, 0.6823798, 0.7100422]","[0.11906905, 0.12657188, 0.6823798, 0.7100422]","3","3","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","","","","","[-0.16908729, 3.3521905, 9.21437]","[-0.16908729, 3.3521905, 9.21437]","3","3","","[0]","0","","[1008.69653]","[1008.69653]","3","3","[0.13020325, 5.0517883, 7.902603]","[0.13020325, 5.0517883, 7.902603]","2","2","[0.13020325, 5.0517883, 7.902603, 0, 0, 0]","[0.13020325, 5.0517883, 7.902603, 0, 0, 0]","3","3","[0.65270996, -0.41383362, -0.15065002]","[0.65270996, -0.41383362, -0.15065002]","3","3","[0.6652374, -0.36357117, -0.17764282, 0.012527466, 0.05026245, -0.026992798]","[0.6652374, -0.36357117, -0.17764282, 0.012527466, 0.05026245, -0.026992798]","3","3","[577]","[577]","3","3","[0.19629666, -0.5734067, -1.0405674]","[0.19629666, -0.5734067, -1.0405674]","3","3","","","","","[1.015084E-39, 7.46493E-40, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","","","3","[1]","[1]","3","3","[1, 2, 70, -5.820766E-11, -6.1846084E-11, -8.858008E-11, 0, 0, -5.820766E-11, -5.9608374E-11, -6.184753E-11, 2.8E-45, -6.1846084E-11, -6.185613E-11, -5.9608374E-11, -5.844519E-11]","3","","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","","","","","","","[8271]","[2]","3","3","[1]","[1]","3","3","09:10:28.221","","","","","","",""
"7949","vapor2","","","","","","","","","","","","","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","","","","","","","2019-09-09","","[0.14751153, 0.19585814, 0.6692198, 0.7014448]","[0.14751153, 0.19585814, 0.6692198, 0.7014448]","3","3","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","","","","","[-0.75836843, 4.6001687, 8.627498]","[-0.75836843, 4.6001687, 8.627498]","3","3","","[0]","0","","[1008.6995]","[1008.6995]","3","3","[-0.6527405, 4.561264, 8.905197]","[-0.6527405, 4.561264, 8.905197]","2","2","[-0.6527405, 4.561264, 8.905197, 0, 0, 0]","[-0.6527405, 4.561264, 8.905197, 0, 0, 0]","3","3","[0.14801025, -0.2431488, 0.022705078]","[0.14801025, -0.2431488, 0.022705078]","3","3","[0.16053772, -0.19288635, -0.0042877197, 0.012527466, 0.05026245, -0.026992798]","[0.16053772, -0.19288635, -0.0042877197, 0.012527466, 0.05026245, -0.026992798]","3","3","[250]","[250]","3","3","[0.113324106, -0.085588455, 0.1901455]","[0.113324106, -0.085588455, 0.1901455]","3","3","","","","","[1.404782E-39, 1.032534E-39, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","","","3","[1]","[1]","3","3","[1, 2, 70, -5.820766E-11, -6.1846084E-11, -8.858008E-11, 0, 0, -5.820766E-11, -5.9608374E-11, -6.184753E-11, 2.8E-45, -6.1846084E-11, -6.185613E-11, -5.9608374E-11, -5.844519E-11]","3","","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","","","","","","","[8272]","[3]","3","3","[1]","[1]","3","3","09:10:38.190","","","","","","",""
"7950","vapor2","","","","","","","","","","","","","","","","","","","","","2019-09-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","09:10:39.288","2","","","","","",""
"7951","vapor2","","","","","","","","","","","","","","","","","","","","","2019-09-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","09:10:41.615","0","","","","","",""
"7952","vapor2","","","","","","","","","","","","","","","","","","","","","2019-09-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","09:10:43.956","","","","","","",""
"7953","vapor2","","","1","","","","","","","","","","","","","","","","","","2019-09-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","09:10:46.156","","","","","","",""
"7954","vapor2","","","","","","","","","","","","","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","","","","","","","2019-09-09","","[0.2555415, 0.20162934, 0.6719738, 0.6652032]","[0.2555415, 0.20162934, 0.6719738, 0.6652032]","3","3","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","","","","","[0.7373169, 5.991405, 7.728506]","[0.7373169, 5.991405, 7.728506]","3","3","","[0]","0","","[1008.6984]","[1008.6984]","3","3","[0.74754333, 6.146744, 7.7762604]","[0.74754333, 6.146744, 7.7762604]","2","2","[0.74754333, 6.146744, 7.7762604, 0, 0, 0]","[0.74754333, 6.146744, 7.7762604, 0, 0, 0]","3","3","[-0.014343262, -0.0037078857, 0.0025634766]","[-0.014343262, -0.0037078857, 0.0025634766]","3","3","[-0.0018157959, 0.046554565, -0.024429321, 0.012527466, 0.05026245, -0.026992798]","[-0.0018157959, 0.046554565, -0.024429321, 0.012527466, 0.05026245, -0.026992798]","3","3","[769]","[769]","3","3","[0.0011963844, 0.08196068, -0.046898365]","[0.0011963844, 0.08196068, -0.046898365]","3","3","","","","","[3.026404E-39, 3.137392E-39, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","","","3","[1]","[1]","3","3","[1, 2, 70, -5.820766E-11, -6.1846084E-11, -8.858008E-11, 0, 0, -5.820766E-11, -5.9608374E-11, -6.184753E-11, 2.8E-45, -6.1846084E-11, -6.185613E-11, -5.9608374E-11, -5.844519E-11]","3","","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","","","","","","","[8272]","[3]","3","3","[1]","[1]","3","3","09:10:48.203","","","","","","",""
"8002","vapor2","","","","","","","","","","","","","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","","","","","[10, 0.81693697, -5.844486E-11, -5.820766E-11, -6.1846084E-11, -8.858008E-11, 0, -8.8429965E-11, -5.820766E-11, -5.961015E-11, -6.184753E-11, 2.8E-45, -6.1846084E-11, -6.185613E-11, -5.961015E-11, -5.844519E-11]","3","2019-09-15","","[3.9800088E-4, 0.04534777, 0.019503858, 0.99878085]","[3.9800088E-4, 0.04534777, 0.019503858, 0.99878085]","3","3","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","","","","","[-0.94340736, 0.04938688, 9.761042]","[-0.8881829, 0.025143705, 9.7663145]","3","3","[69]","[69]","3","3","[1007.8725]","[1007.8725]","3","3","[-0.98605347, 0.11180115, 10.02742]","[-0.98605347, 0.11180115, 10.02742]","2","2","[-0.98605347, 0.11180115, 10.02742, 0, 0, 0]","[-0.98605347, 0.11180115, 10.02742, 0, 0, 0]","3","3","[-2.2888184E-4, 0.004348755, -0.0074920654]","[-2.2888184E-4, 0.004348755, -0.0074920654]","3","3","[0.019302368, 0.056930542, -0.014785767, 0.01953125, 0.052581787, -0.007293701]","[0.019302368, 0.056930542, -0.014785767, 0.01953125, 0.052581787, -0.007293701]","3","3","[19]","[19]","3","3","[0.0013215542, 0.041638806, -0.028183937]","[-0.045519352, 0.043583818, 0.033198357]","3","3","","","","","[7.992E-42, 1.2096E-41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","","","3","[0]","[0]","3","3","","","","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","","","","","","","[20327]","[125]","3","3","","","","","17:29:16.110","","","","","","",""
"8003","vapor2","","","","","","","","","","","","","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","","","","","[10, 0.70786786, -5.844486E-11, -5.820766E-11, -6.1846084E-11, -8.858008E-11, 0, -8.8429965E-11, -5.820766E-11, -5.961015E-11, -6.184753E-11, 2.8E-45, -6.1846084E-11, -6.185613E-11, -5.961015E-11, -5.844519E-11]","3","2019-09-15","","[0.257517, -0.0062426054, -0.62645185, 0.73566574]","[0.257517, -0.0062426054, -0.62645185, 0.73566574]","3","3","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","","","","","[-3.0739837, 3.7923715, 8.50523]","[-3.0739837, 3.7923715, 8.50523]","3","3","[69]","[69]","3","3","[1008.13]","[1008.13]","3","3","[-3.0931702, 3.8965302, 8.645569]","[-3.0931702, 3.8965302, 8.645569]","2","2","[-3.0931702, 3.8965302, 8.645569, 0, 0, 0]","[-3.0931702, 3.8965302, 8.645569, 0, 0, 0]","3","3","[-0.037490845, 0.04711914, -0.027648926]","[-0.037490845, 0.04711914, -0.027648926]","3","3","[-0.017959595, 0.09970093, -0.034942627, 0.01953125, 0.052581787, -0.007293701]","[-0.017959595, 0.09970093, -0.034942627, 0.01953125, 0.052581787, -0.007293701]","3","3","[15]","[15]","3","3","[0.038974524, 0.032405615, -0.020583153]","[0.038974524, 0.032405615, -0.020583153]","3","3","","","","","[1.306456E-39, 6.85682E-40, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","","","3","[1]","[1]","3","3","[5, 2.178212, 67, -5.820766E-11, -6.1846084E-11, -8.858008E-11, 0, 0, -5.820766E-11, -5.9608374E-11, -6.184753E-11, 2.8E-45, -6.1846084E-11, -6.185613E-11, -5.9608374E-11, -5.8445526E-11]","3","","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","","","","","","","[20331]","[127]","3","3","[1]","[1]","3","3","17:47:15.094","","","","","","",""
"8004","vapor2","","","","","","","","","","","","","","","","","","","","","2019-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","17:48:30.114","","","","","","",""
"8005","vapor2","","","1","","","","","","","","","","","","","","","","","","2019-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17:48:33.263","","","","","","",""
"8006","vapor2","","1","","","","","","","","","","","","","","","","","","","2019-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17:48:35.690","","","","","","",""
"8007","vapor2","","","","","","","","","","","","","","","","","","","","","2019-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17:48:40.469","1","","","","","",""
"8008","vapor2","","","","","","","","","","","","","","","","","","","","","2019-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17:48:41.023","0","","","","","",""
"8009","vapor2","","","","","","","","","","","","","","","","","","","","","2019-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17:48:41.690","0","","","","","",""
"8010","vapor2","","","","","","","","","","","","","","","","","","","","","2019-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17:48:42.242","0","","","","","",""
"8011","vapor2","","","","","","","","","","","","","","","","","","","","","2019-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17:48:42.573","0","","","","","",""
"8012","vapor2","","","","","","","","","","","","","","","","","","","","","2019-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17:48:43.038","0","","","","","",""
"8013","vapor2","","","","","","","","","","","","","","","","","","","","","2019-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17:48:43.567","0","","","","","",""
"8014","vapor2","","","","","","","","","","","","","","","","","","","","","2019-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17:48:45.014","0","","","","","",""
"8015","vapor2","","","","","","","","","","","","","","","","","","","","","2019-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17:48:45.968","0","","","","","",""
"8016","vapor2","","","","","","","","","","","","","","","","","","","","","2019-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17:48:46.343","0","","","","","",""
"8017","vapor2","","","","","","","","","","","","","","","","","","","","","2019-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17:48:47.009","0","","","","","",""
"8018","vapor2","","","","","","","","","","","","","","","","","","","","","2019-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17:48:47.020","0","","","","","",""
"8019","vapor2","","","","","","","","","","","","","","","","","","","","","2019-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17:49:05.248","11","","","","","",""
"8020","vapor2","","","","","","","","","","","","","","","","","","","","","2019-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17:49:06.550","0","","","","","",""
"8021","vapor2","","","","","","","","","","","","","","","","","","","","","2019-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17:49:12.135","3","","","","","",""
"8022","vapor2","","","","","","","","","","","","","","","","","","","","","2019-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17:49:12.511","0","","","","","",""
"8023","vapor2","","","","","","","","","","","","","","","","","","","","","2019-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17:49:13.105","0","","","","","",""
"8024","vapor2","","","","","","","","","","","","","","","","","","","","","2019-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","17:49:15.417","","","","","","",""
"8025","vapor2","","","1","","","","","","","","","","","","","","","","","","2019-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17:49:18.749","","","","","","",""
"8026","vapor2","","","","","","","","","","","","","","","","","","","","","2019-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","18:40:22.628","","","","","","",""
"8027","vapor2","","","","1","","","","","","","","","","","","","","","","","2019-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18:40:25.716","","","","","","",""
"8028","vapor2","1","","","","","","","","","","","","","","","","","","","","2019-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18:40:29.718","","","","","","",""
"8029","vapor2","","","","","","","","","","","","","","","","","","","","","2019-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18:40:30.697","0","","","","","",""
"8030","vapor2","","","","","","","","","","","","","","","","","","","","","2019-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18:40:40.651","6","","","","","",""
"8031","vapor2","","","","","","","","","","","","","","","","","","","","","2019-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18:40:41.007","0","","","","","",""
"8032","vapor2","","","","","","","","","","","","","","","","","","","","","2019-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18:40:44.041","0","","","","","",""
"8033","vapor2","","","","","","","","","","","","","","","","","","","","","2019-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18:40:46.199","0","","","","","",""
"8034","vapor2","","","","","","","","","","","","","","","","","","","","","2019-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18:40:49.007","0","","","","","",""
"8035","vapor2","","","","","","","","","","","","","","","","","","","","","2019-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18:40:50.062","0","","","","","",""
"8036","vapor2","","","","","","","","","","","","","","","","","","","","","2019-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18:40:51.350","0","","","","","",""
"8037","vapor2","","","","","","","","","","","","","","","","","","","","","2019-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18:40:52.566","0","","","","","",""
"8038","vapor2","","","","","","","","","","","","","","","","","","","","","2019-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18:40:54.070","0","","","","","",""
