"ID","UserID","0","1","1000","1001","AK09911 Magnetometer","AK09911 Magnetometer -Wakeup Secondary","AK09911 Magnetometer -Wakeup Secondary Accuracy","AK09911 Magnetometer Accuracy","AK09911 Magnetometer Uncalibrated","AK09911 Magnetometer Uncalibrated -Wakeup Secondary","AK09911 Magnetometer Uncalibrated -Wakeup Secondary Accuracy","AK09911 Magnetometer Uncalibrated Accuracy","AMD","AMD Accuracy","BMP280 Pressure","BMP280 Pressure -Wakeup Secondary","BMP280 Pressure -Wakeup Secondary Accuracy","BMP280 Pressure Accuracy","Coarse Motion Classifier","Coarse Motion Classifier Accuracy","Date","ExitClicked","Game Rotation Vector","Game Rotation Vector -Wakeup Secondary","Game Rotation Vector -Wakeup Secondary Accuracy","Game Rotation Vector Accuracy","Gaze Detector -Wakeup","Gaze Detector -Wakeup Accuracy","Gaze Detector Secondary","Gaze Detector Secondary Accuracy","GeoMagnetic Rotation Vector","GeoMagnetic Rotation Vector -Wakeup Secondary","GeoMagnetic Rotation Vector -Wakeup Secondary Accuracy","GeoMagnetic Rotation Vector Accuracy","Gravity","Gravity -Wakeup Secondary","Gravity -Wakeup Secondary Accuracy","Gravity Accuracy","Heart Rate Monitor","Heart Rate Monitor -Wakeup Secondary","Heart Rate Monitor -Wakeup Secondary Accuracy","Heart Rate Monitor Accuracy","ICP-10100 Pressure","ICP-10100 Pressure -Wakeup Secondary","ICP-10100 Pressure -Wakeup Secondary Accuracy","ICP-10100 Pressure Accuracy","LSM6DS3 Accelerometer","LSM6DS3 Accelerometer -Wakeup Secondary","LSM6DS3 Accelerometer -Wakeup Secondary Accuracy","LSM6DS3 Accelerometer Accuracy","LSM6DS3 Accelerometer Uncalibrated","LSM6DS3 Accelerometer Uncalibrated -Wakeup Secondary","LSM6DS3 Accelerometer Uncalibrated -Wakeup Secondary Accuracy","LSM6DS3 Accelerometer Uncalibrated Accuracy","LSM6DS3 Gyroscope","LSM6DS3 Gyroscope -Wakeup Secondary","LSM6DS3 Gyroscope -Wakeup Secondary Accuracy","LSM6DS3 Gyroscope Accuracy","LSM6DS3 Gyroscope Uncalibrated","LSM6DS3 Gyroscope Uncalibrated -Wakeup Secondary","LSM6DS3 Gyroscope Uncalibrated -Wakeup Secondary Accuracy","LSM6DS3 Gyroscope Uncalibrated Accuracy","LTR308 ALSPS","LTR308 ALSPS -Wakeup Secondary","LTR308 ALSPS -Wakeup Secondary Accuracy","LTR308 ALSPS Accuracy","Linear Acceleration","Linear Acceleration -Wakeup Secondary","Linear Acceleration -Wakeup Secondary Accuracy","Linear Acceleration Accuracy","Orientation","Orientation -Wakeup Secondary","Orientation -Wakeup Secondary Accuracy","Orientation Accuracy","PAH8011 PPG","PAH8011 PPG -Wakeup Secondary","PAH8011 PPG -Wakeup Secondary Accuracy","PAH8011 PPG Accuracy","PAH8011 Touch","PAH8011 Touch -Wakeup Secondary","PAH8011 Touch -Wakeup Secondary Accuracy","PAH8011 Touch Accuracy","Pedometer","Pedometer Accuracy","QuitClicked","RMD","RMD Accuracy","Rotation Vector","Rotation Vector -Wakeup Secondary","Rotation Vector -Wakeup Secondary Accuracy","Rotation Vector Accuracy","Significant Motion Detector","StartClicked","Step Counter","Step Counter -Wakeup Secondary","Step Counter -Wakeup Secondary Accuracy","Step Counter Accuracy","Step Detector","Step Detector -Wakeup Secondary","Step Detector -Wakeup Secondary Accuracy","Step Detector Accuracy","Time","TraceTime","UnGaze Detector","UnGaze Detector Accuracy","Wrist Tilt Gesture","Wrist Tilt Gesture Accuracy","tsl258x-light","tsl258x-light Accuracy"
"8039","vapor2","","","","","","","","","","","","","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","","","","","[10, 0.6924416, -5.844519E-11, -5.820766E-11, -6.1846084E-11, -8.858008E-11, 0, -8.8429965E-11, -5.820766E-11, -5.961015E-11, -6.184753E-11, 2.8E-45, -6.1846084E-11, -6.185613E-11, -5.961015E-11, -5.844536E-11]","3","2019-09-15","","[0.49897388, 0.100759484, 0.5712626, 0.64384127]","[0.49897388, 0.100759484, 0.5712626, 0.64384127]","3","3","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","","","","","[4.3183, 7.4299126, 4.7243066]","[4.3183, 7.4299126, 4.7243066]","3","3","[103]","[103]","2","2","[1007.9945]","[1007.9945]","3","3","[3.679947, 7.2105865, 5.531784]","[4.4184875, 7.5606537, 4.692154]","2","3","[4.407242, 7.5018005, 4.6960907, 0, 0, 0]","[4.482254, 7.5523987, 4.6286163, 0, 0, 0]","3","3","[-0.06619263, -0.05545044, -0.0024261475]","[-0.06619263, -0.05545044, -0.0024261475]","3","3","[-0.046661377, -0.0028686523, -0.009719849, 0.01953125, 0.052581787, -0.007293701]","[-0.046661377, -0.0028686523, -0.009719849, 0.01953125, 0.052581787, -0.007293701]","3","3","[35]","[35]","3","3","[0.023841381, 0.06365538, -0.094758034]","[0.023841381, 0.06365538, -0.094758034]","3","3","","","","","[7.2087E-41, 8.45011E-40, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","","","3","[1]","[1]","3","3","","","","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","","","","","","","[20614]","[127]","3","3","","","","","18:40:54.299","","","","","","",""
"8040","vapor2","","","","","","","","","","","","","","","","","","","","","2019-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18:41:00.210","2","","","","","",""
"8041","vapor2","","","","","","","","","","","","","","","","","","","","","2019-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","18:41:02.433","","","","","","",""
"8042","vapor2","","","1","","","","","","","","","","","","","","","","","","2019-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18:41:04.090","","","","","","",""
"8044","vapor2","","","","","[820.0119, -59.873962, 1366.3757]","[820.0119, -59.873962, 1366.3757]","0","0","[420.46967, -51.335144, 691.922, -399.54224, 8.538818, -674.45374]","[420.46967, -51.335144, 691.922, -399.54224, 8.538818, -674.45374]","3","3","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","[999.74695]","[999.74695]","3","3","[9, 0.8, -3.2832145E-34, -3.2500068E-34, -4.8317253E-13, -9.3677284E-14, 0, -9.197305E-14, -3.2500068E-34, -9.246934E-29, -4.831838E-13, 2.8E-45, -4.8317253E-13, -4.83251E-13, -9.246934E-29, -3.2832365E-34]","3","2019-09-24","","[-0.59934974, -0.50767875, 0.47299725, 0.39914364]","[-0.59934974, -0.50767875, 0.47299725, 0.39914364]","3","3","","","","","[-0.79009736, -0.1684339, 0.20704027, 0.55182475, 0]","[-0.79009736, -0.1684339, 0.20704027, 0.55182475, 0]","3","3","[-1.5858152, -9.401779, -2.2939317]","[-1.5858152, -9.401779, -2.2939317]","3","3","","","","","","","","","[12.048813, -6.714615, -2.1445618]","[-2.1235046, -11.209778, -2.3932953]","2","3","[-1.4681091, -9.428558, -3.4536743, 0, 0, 0]","[-2.1873932, -11.425247, -2.1635895, 0, 0, 0]","3","3","[-0.08526611, 0.56669617, 0.22747803]","[-0.21916199, -0.5930786, 0.13334656]","3","3","[-0.019485474, 0.60369873, 0.15765381, 0.06578064, 0.037002563, -0.06982422]","[-0.15338135, -0.55607605, 0.06352234, 0.06578064, 0.037002563, -0.06982422]","3","3","","","","","[-0.8303162, -2.6130066, 1.0674992]","[-0.8303162, -2.6130066, 1.0674992]","3","3","[335.4225, 103.71163, -9.306057]","[335.4225, 103.71163, -9.306057]","0","0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","3","","","","","[73, 1.8218911, 97, -3.2500068E-34, -4.8317253E-13, -9.3677284E-14, 0, -9.197305E-14, -3.2500068E-34, -9.6831184E-29, -4.831838E-13, 2.8E-45, -4.8317253E-13, -4.83251E-13, -9.6831184E-29, -3.2833633E-34]","3","","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","[-0.7765706, -0.11788131, 0.19336191, 0.5879228, 0]","[-0.7765706, -0.11788131, 0.19336191, 0.5879228, 0]","3","3","[1]","","[3467]","[138]","3","3","[1]","[1]","3","3","11:07:52.224","","","","","","[0]","3"
"8045","vapor2","","","","","[793.6447, -69.30237, 1370.7932]","[793.6447, -69.30237, 1370.7932]","0","0","[394.10248, -60.76355, 696.3394, -399.54224, 8.538818, -674.45374]","[394.10248, -60.76355, 696.3394, -399.54224, 8.538818, -674.45374]","3","3","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","[1000.92896]","[1000.9308]","3","3","[10, 0.8278568, -3.1012516E-34, -3.0092655E-34, -4.8317253E-13, -9.3677284E-14, 0, -9.197305E-14, -3.0092655E-34, -9.246934E-29, -4.831838E-13, 2.8E-45, -4.8317253E-13, -4.83251E-13, -9.246934E-29, -3.1012572E-34]","3","2019-09-24","","[-0.44362688, 0.66614336, -0.5534276, 0.23057824]","[-0.44362688, 0.66614336, -0.5534276, 0.23057824]","3","3","","","","","[-0.7512986, -0.27371567, 0.09524483, 0.59292376, 0]","[-0.7512986, -0.27371567, 0.09524483, 0.59292376, 0]","3","3","[1.8027982, -9.2369375, -2.756682]","[1.8027982, -9.2369375, -2.756682]","3","3","","","","","","","","","[12.048813, -6.714615, -2.1445618]","[0.75875854, -10.365341, -1.4720612]","2","3","[1.240799, -11.369736, -1.6234131, 0, 0, 0]","[0.66711426, -10.156937, -1.5050812, 0, 0, 0]","3","3","[-0.1035614, 1.2132721, 0.19430542]","[-0.1035614, 1.2132721, 0.19430542]","3","3","[-0.035858154, 1.2498627, 0.12472534, 0.06770325, 0.036590576, -0.06958008]","[-0.035858154, 1.2498627, 0.12472534, 0.06770325, 0.036590576, -0.06958008]","3","3","","","","","[-0.120462656, -2.1544905, 0.03364849]","[-0.120462656, -2.1544905, 0.03364849]","3","3","[270.28665, 106.61726, 10.593172]","[270.28665, 106.61726, 10.593172]","0","0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","3","","","","","[4, 2.3093102, 66, -3.0092655E-34, -4.8317253E-13, -9.3677284E-14, 0, -9.197305E-14, -3.0092655E-34, -9.6831184E-29, -4.831838E-13, 2.8E-45, -4.8317253E-13, -4.83251E-13, -9.6831184E-29, -3.1011084E-34]","3","","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","[-0.5270905, -0.60226846, 0.36716998, 0.4739563, 0]","[-0.5270905, -0.60226846, 0.36716998, 0.4739563, 0]","3","3","[1]","","[4060]","[141]","3","3","[1]","[1]","3","3","11:15:12.195","","","","","","[0]","3"
"8046","vapor2","","","","","[793.99567, -90.95459, 1379.2893]","[795.401, -90.25574, 1377.9297]","0","0","[395.85876, -81.71692, 703.47595, -399.54224, 8.538818, -674.45374]","[395.85876, -81.71692, 703.47595, -399.54224, 8.538818, -674.45374]","3","3","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","[1000.248]","[1000.248]","3","3","[10, 0.9826865, -3.1008494E-34, -3.0092655E-34, -4.8317253E-13, -9.3677284E-14, 0, -9.197305E-14, -3.0092655E-34, -9.246934E-29, -4.831838E-13, 2.8E-45, -4.8317253E-13, -4.83251E-13, -9.246934E-29, -3.100899E-34]","3","2019-09-24","","[-0.6954951, -0.6879278, 0.16350925, 0.1277002]","[-0.6954951, -0.6879278, 0.16350925, 0.1277002]","3","3","","","","","[-0.89276886, -0.39988256, 0.10796884, 0.1772017, 0]","[-0.8927784, -0.39988488, 0.10799239, 0.17713404, 0]","3","3","[-0.5074201, -3.9481037, -8.962443]","[-0.5074201, -3.9481037, -8.962443]","3","3","","","","","","","","","[12.048813, -6.714615, -2.1445618]","[-0.48908997, -3.8616486, -8.762878]","2","3","[-0.48908997, -3.8616486, -8.762878, 0, 0, 0]","[-0.48908997, -3.8616486, -8.762878, 0, 0, 0]","3","3","[-3.8146973E-4, -0.0013885498, 0.0010223389]","[-3.8146973E-4, -0.0013885498, 0.0010223389]","3","3","[0.06726074, 0.036331177, -0.06933594, 0.06764221, 0.037719727, -0.07035828]","[0.06756592, 0.036453247, -0.06921387, 0.06764221, 0.037719727, -0.07035828]","3","3","","","","","[0.005144149, 1.3303757E-4, 2.2983551E-4]","[0.005144149, 1.3303757E-4, 2.2983551E-4]","3","3","[311.22842, 156.22571, -2.9659486]","[311.22842, 156.22571, -2.9659486]","0","0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","3","","","","","[4, 2.3093102, 66, -3.0092655E-34, -4.8317253E-13, -9.3677284E-14, 0, -9.197305E-14, -3.0092655E-34, -9.6831184E-29, -4.831838E-13, 2.8E-45, -4.8317253E-13, -4.83251E-13, -9.6831184E-29, -3.1011084E-34]","3","","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","[-0.893157, -0.39903384, 0.10808369, 0.17708893, 0]","[-0.893157, -0.39903384, 0.10808369, 0.17708893, 0]","3","3","[1]","","[4443]","[141]","3","3","[1]","[1]","3","3","12:19:39.748","","","","","","[0]","3"
"8047","vapor2","","","","","[793.99567, -90.95459, 1379.2893]","[795.401, -90.25574, 1377.9297]","0","0","[395.85876, -81.71692, 703.47595, -399.54224, 8.538818, -674.45374]","[395.85876, -81.71692, 703.47595, -399.54224, 8.538818, -674.45374]","3","3","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","[1000.248]","[1000.248]","3","3","[10, 0.9826865, -3.1008494E-34, -3.0092655E-34, -4.8317253E-13, -9.3677284E-14, 0, -9.197305E-14, -3.0092655E-34, -9.246934E-29, -4.831838E-13, 2.8E-45, -4.8317253E-13, -4.83251E-13, -9.246934E-29, -3.100899E-34]","3","2019-09-24","","[-0.6954951, -0.6879278, 0.16350925, 0.1277002]","[-0.6954951, -0.6879278, 0.16350925, 0.1277002]","3","3","","","","","[-0.89276886, -0.39988256, 0.10796884, 0.1772017, 0]","[-0.8927784, -0.39988488, 0.10799239, 0.17713404, 0]","3","3","[-0.5074201, -3.9481037, -8.962443]","[-0.5074201, -3.9481037, -8.962443]","3","3","","","","","","","","","[12.048813, -6.714615, -2.1445618]","[-0.48908997, -3.8616486, -8.762878]","2","3","[-0.48908997, -3.8616486, -8.762878, 0, 0, 0]","[-0.48908997, -3.8616486, -8.762878, 0, 0, 0]","3","3","[-3.8146973E-4, -0.0013885498, 0.0010223389]","[-3.8146973E-4, -0.0013885498, 0.0010223389]","3","3","[0.06726074, 0.036331177, -0.06933594, 0.06764221, 0.037719727, -0.07035828]","[0.06756592, 0.036453247, -0.06921387, 0.06764221, 0.037719727, -0.07035828]","3","3","","","","","[0.005144149, 1.3303757E-4, 2.2983551E-4]","[0.005144149, 1.3303757E-4, 2.2983551E-4]","3","3","[311.22842, 156.22571, -2.9659486]","[311.22842, 156.22571, -2.9659486]","0","0","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","3","","","","","[4, 2.3093102, 66, -3.0092655E-34, -4.8317253E-13, -9.3677284E-14, 0, -9.197305E-14, -3.0092655E-34, -9.6831184E-29, -4.831838E-13, 2.8E-45, -4.8317253E-13, -4.83251E-13, -9.6831184E-29, -3.1011084E-34]","3","","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","3","[-0.893157, -0.39903384, 0.10808369, 0.17708893, 0]","[-0.893157, -0.39903384, 0.10808369, 0.17708893, 0]","3","3","[1]","","[4443]","[141]","3","3","[1]","[1]","3","3","12:53:28.894","","","","","","[0]","3"
